,Unnamed: 0,label,judul_clean,narasi_clean,stem_narasi,stem_judul,freq_tokens
3782,3782,1,gereja dataran papua barat dibakar tentara indonesia church ini west papua highland burnt down by indonesia armi,photo ini vanuatu daili post from tahun mau show ini highland burnt down by armi,"['photo', 'ini', 'vanuatu', 'daili', 'post', 'from', 'tahun', 'mau', 'show', 'ini', 'highland', 'burnt', 'down', 'by', 'armi']","['gereja', 'dataran', 'papua', 'barat', 'dibakar', 'tentara', 'indonesia', 'church', 'ini', 'west', 'papua', 'highland', 'burnt', 'down', 'by', 'indonesia', 'armi']",<FreqDist with 14 samples and 15 outcomes>
3783,3783,1,foto mardani ali sera hasil suntingan,foto mardani ali sera hasil suntingan,"['foto', 'mardani', 'ali', 'sera', 'hasil', 'suntingan']","['foto', 'mardani', 'ali', 'sera', 'hasil', 'suntingan']",<FreqDist with 6 samples and 6 outcomes>
3784,3784,0,tip mengurangi khawatir facebook,menghapu akun facebook tip mengurangi khawatir menggunakannya,"['menghapu', 'akun', 'facebook', 'tip', 'mengurangi', 'khawatir', 'menggunakannya']","['tip', 'mengurangi', 'khawatir', 'facebook']",<FreqDist with 7 samples and 7 outcomes>
3785,3785,0,korban penganiayaan cicangri kabupaten bandung ustaz ulama,innalillahi waina illaihi roziuntelah pembacokan orang kenal beradab ust usep kampung cicangri korban rawat insentif rskepada kaum muslimin walmuslimat pemuda pemudi yang cinta ulama mari jaga ulama kezhaliman orang orang biadab allohu akbar,"['innalillahi', 'waina', 'illaihi', 'roziuntelah', 'pembacokan', 'orang', 'kenal', 'beradab', 'ust', 'usep', 'kampung', 'cicangri', 'korban', 'rawat', 'insentif', 'rskepada', 'kaum', 'muslimin', 'walmuslimat', 'pemuda', 'pemudi', 'yang', 'cinta', 'ulama', 'mari', 'jaga', 'ulama', 'kezhaliman', 'orang', 'orang', 'biadab', 'allohu', 'akbar']","['korban', 'penganiayaan', 'cicangri', 'kabupaten', 'bandung', 'ustaz', 'ulama']",<FreqDist with 30 samples and 33 outcomes>
3786,3786,0,wortel cina bodoh anak,wortel cina bodoh anak,"['wortel', 'cina', 'bodoh', 'anak']","['wortel', 'cina', 'bodoh', 'anak']",<FreqDist with 4 samples and 4 outcomes>
3787,3787,1,ani sandi gratiskan transjakarta reuni akbar,info huma aniessandi sehubungan beredarnya informasi daftar layanan termin transjakarta busway grati untuk acara dzikir akbar mona desemb info acara disponsori gubernur wagub dki jakarta diberitahukan pesan berantai tesebut mari dukung aniessandi menjaga kredibilita kerja mendoakan kemudahan kelancaran program allah subhanallahu wa taala,"['info', 'huma', 'aniessandi', 'sehubungan', 'beredarnya', 'informasi', 'daftar', 'layanan', 'termin', 'transjakarta', 'busway', 'grati', 'untuk', 'acara', 'dzikir', 'akbar', 'mona', 'desemb', 'info', 'acara', 'disponsori', 'gubernur', 'wagub', 'dki', 'jakarta', 'diberitahukan', 'pesan', 'berantai', 'tesebut', 'mari', 'dukung', 'aniessandi', 'menjaga', 'kredibilita', 'kerja', 'mendoakan', 'kemudahan', 'kelancaran', 'program', 'allah', 'subhanallahu', 'wa', 'taala']","['ani', 'sandi', 'gratiskan', 'transjakarta', 'reuni', 'akbar']",<FreqDist with 40 samples and 43 outcomes>
3788,3788,0,dana haji melayang,gara rina nose pesek dana haji melayang enggak yang tau,"['gara', 'rina', 'nose', 'pesek', 'dana', 'haji', 'melayang', 'enggak', 'yang', 'tau']","['dana', 'haji', 'melayang']",<FreqDist with 10 samples and 10 outcomes>
3789,3789,1,novemb grati bensin full spbu pertamina,ungkapan terimakasih grati isi full tangki berlaku tanggal nopemb berlaku spbu pertamina,"['ungkapan', 'terimakasih', 'grati', 'isi', 'full', 'tangki', 'berlaku', 'tanggal', 'nopemb', 'berlaku', 'spbu', 'pertamina']","['novemb', 'grati', 'bensin', 'full', 'spbu', 'pertamina']",<FreqDist with 11 samples and 12 outcomes>
3790,3790,0,ribuan etni china singapura turun jalan menentang terpilihnya presiden muslimah,pecahhh ribuan etni china singapura turun jalan menentang terpilihnya presiden muslimah,"['pecahhh', 'ribuan', 'etni', 'china', 'singapura', 'turun', 'jalan', 'menentang', 'terpilihnya', 'presiden', 'muslimah']","['ribuan', 'etni', 'china', 'singapura', 'turun', 'jalan', 'menentang', 'terpilihnya', 'presiden', 'muslimah']",<FreqDist with 11 samples and 11 outcomes>
3791,3791,1,pernyataan afi inayah perih kitab suci,postingan foto tangkapan layar pernyataan asa firda inayah afi inayah disertai narasi begitu mutlak dek afi kemana iman mu use your common sens pleas setan benci dalil ya allah lindungi paham kau merusak akidah allahumma aaamiinn,"['postingan', 'foto', 'tangkapan', 'layar', 'pernyataan', 'asa', 'firda', 'inayah', 'afi', 'inayah', 'disertai', 'narasi', 'begitu', 'mutlak', 'dek', 'afi', 'kemana', 'iman', 'mu', 'use', 'your', 'common', 'sens', 'pleas', 'setan', 'benci', 'dalil', 'ya', 'allah', 'lindungi', 'paham', 'kau', 'merusak', 'akidah', 'allahumma', 'aaamiinn']","['pernyataan', 'afi', 'inayah', 'perih', 'kitab', 'suci']",<FreqDist with 34 samples and 36 outcomes>
3792,3792,1,shinta nuriyah berkomentar ahok fpi mengecam gp ansor,marwah istri gurumu engkau hormati jelasjela diinjakinjak gerombolan laskar lapar dimana kegaranganmu garang menyikapi ucapan ahok kah maruf amien yang unsur kebohongan ruang pencari kebenaran,"['marwah', 'istri', 'gurumu', 'engkau', 'hormati', 'jelasjela', 'diinjakinjak', 'gerombolan', 'laskar', 'lapar', 'dimana', 'kegaranganmu', 'garang', 'menyikapi', 'ucapan', 'ahok', 'kah', 'maruf', 'amien', 'yang', 'unsur', 'kebohongan', 'ruang', 'pencari', 'kebenaran']","['shinta', 'nuriyah', 'berkomentar', 'ahok', 'fpi', 'mengecam', 'gp', 'ansor']",<FreqDist with 25 samples and 25 outcomes>
3793,3793,0,fatwa solat jumat dijalanan,terkait fatwa pbnu sahnya shalat jumat jalanan gnpf pbnu mengklarifikasinya dipetik hasil fatwa ormasi nu person pbnu kah aqil siraj sekjen mui pusat kah tengku zulkarnaen forum silaturahmi ulama madzhab syafii shalat jumat disyaratkan masjid shalat jumat jalanan hukumnya sah,"['terkait', 'fatwa', 'pbnu', 'sahnya', 'shalat', 'jumat', 'jalanan', 'gnpf', 'pbnu', 'mengklarifikasinya', 'dipetik', 'hasil', 'fatwa', 'ormasi', 'nu', 'person', 'pbnu', 'kah', 'aqil', 'siraj', 'sekjen', 'mui', 'pusat', 'kah', 'tengku', 'zulkarnaen', 'forum', 'silaturahmi', 'ulama', 'madzhab', 'syafii', 'shalat', 'jumat', 'disyaratkan', 'masjid', 'shalat', 'jumat', 'jalanan', 'hukumnya', 'sah']","['fatwa', 'solat', 'jumat', 'dijalanan']",<FreqDist with 31 samples and 40 outcomes>
3794,3794,1,adeku tilang toko samarinda central plaza bayar gara masker dagu,adeku tilang toko bayar gara masker daguparah heh wkk,"['adeku', 'tilang', 'toko', 'bayar', 'gara', 'masker', 'daguparah', 'heh', 'wkk']","['adeku', 'tilang', 'toko', 'samarinda', 'central', 'plaza', 'bayar', 'gara', 'masker', 'dagu']",<FreqDist with 9 samples and 9 outcomes>
3795,3795,0,metro tv mafindo kode etik influenc,ramai pembicaraan konten video musisi anji hadi pranoto mengklaim menemukan obat herbal covid anji maaf kegaduhan sorotan etika pembuat konten media sosial masyarakat anti fitnah indonesia mafindo berpendapat kode etik pedoman influenc,"['ramai', 'pembicaraan', 'konten', 'video', 'musisi', 'anji', 'hadi', 'pranoto', 'mengklaim', 'menemukan', 'obat', 'herbal', 'covid', 'anji', 'maaf', 'kegaduhan', 'sorotan', 'etika', 'pembuat', 'konten', 'media', 'sosial', 'masyarakat', 'anti', 'fitnah', 'indonesia', 'mafindo', 'berpendapat', 'kode', 'etik', 'pedoman', 'influenc']","['metro', 'tv', 'mafindo', 'kode', 'etik', 'influenc']",<FreqDist with 30 samples and 32 outcomes>
3796,3796,1,gambar senapan logo palu arit uang pecahan ribu rupiah,menyangk pki bangkit,"['menyangk', 'pki', 'bangkit']","['gambar', 'senapan', 'logo', 'palu', 'arit', 'uang', 'pecahan', 'ribu', 'rupiah']",<FreqDist with 3 samples and 3 outcomes>
3797,3797,1,cia bongkar jati presiden indonesia jokowi passport,nilai indonesia condong blok china komuni cia bongkar jati presiden indonesia jokowi passport,"['nilai', 'indonesia', 'condong', 'blok', 'china', 'komuni', 'cia', 'bongkar', 'jati', 'presiden', 'indonesia', 'jokowi', 'passport']","['cia', 'bongkar', 'jati', 'presiden', 'indonesia', 'jokowi', 'passport']",<FreqDist with 12 samples and 13 outcomes>
3798,3798,1,video terciduk anj pki mengotori masjid,terciduk anj pki mengotori masjid,"['terciduk', 'anj', 'pki', 'mengotori', 'masjid']","['video', 'terciduk', 'anj', 'pki', 'mengotori', 'masjid']",<FreqDist with 5 samples and 5 outcomes>
3799,3799,1,cebong ketangkap tni pakai atribut pki,cebong ketangkap tni pakai atribut pki,"['cebong', 'ketangkap', 'tni', 'pakai', 'atribut', 'pki']","['cebong', 'ketangkap', 'tni', 'pakai', 'atribut', 'pki']",<FreqDist with 6 samples and 6 outcomes>
3800,3800,1,video radiasi ponsel membakar serat wol baja,menjaga mengobati alasannya kalo tidur meletakan hp kepala kitasemoga bermanfaat,"['menjaga', 'mengobati', 'alasannya', 'kalo', 'tidur', 'meletakan', 'hp', 'kepala', 'kitasemoga', 'bermanfaat']","['video', 'radiasi', 'ponsel', 'membakar', 'serat', 'wol', 'baja']",<FreqDist with 10 samples and 10 outcomes>
3801,3801,1,jembatan barito bapela patah,astrapilullah jembatan barito bapela patah derasnya air barito hinga menghantam jembatan,"['astrapilullah', 'jembatan', 'barito', 'bapela', 'patah', 'derasnya', 'air', 'barito', 'hinga', 'menghantam', 'jembatan']","['jembatan', 'barito', 'bapela', 'patah']",<FreqDist with 9 samples and 11 outcomes>
3802,3802,1,apd china dibe uang pribadi prabowo,apd yang china angkut pesawat tni ituternyata inisiatif beli pakai uang pribadi prabowo,"['apd', 'yang', 'china', 'angkut', 'pesawat', 'tni', 'ituternyata', 'inisiatif', 'beli', 'pakai', 'uang', 'pribadi', 'prabowo']","['apd', 'china', 'dibe', 'uang', 'pribadi', 'prabowo']",<FreqDist with 13 samples and 13 outcomes>
3803,3803,1,jokowi menyatakan rumah kalo bosan menonton drakor,rumah kalo bosan menonton drakor,"['rumah', 'kalo', 'bosan', 'menonton', 'drakor']","['jokowi', 'menyatakan', 'rumah', 'kalo', 'bosan', 'menonton', 'drakor']",<FreqDist with 5 samples and 5 outcomes>
3804,3804,1,foto muslim new delhi dibantai akibat uu kewarganegaraan india,innaalilaahi wainaailaihi roojiuun akibat pengesahan undang anti muslim india saudara muslim mesjid delhi dibantai ekstrimi hindu disiram air kera diperkosa al quran mesjidnya dibakar ham dimana muslim terbunuh diam muslim diteror label terrist muslim,"['innaalilaahi', 'wainaailaihi', 'roojiuun', 'akibat', 'pengesahan', 'undang', 'anti', 'muslim', 'india', 'saudara', 'muslim', 'mesjid', 'delhi', 'dibantai', 'ekstrimi', 'hindu', 'disiram', 'air', 'kera', 'diperkosa', 'al', 'quran', 'mesjidnya', 'dibakar', 'ham', 'dimana', 'muslim', 'terbunuh', 'diam', 'muslim', 'diteror', 'label', 'terrist', 'muslim']","['foto', 'muslim', 'new', 'delhi', 'dibantai', 'akibat', 'uu', 'kewarganegaraan', 'india']",<FreqDist with 30 samples and 34 outcomes>
3805,3805,1,hatihati wilayah tanjung enim muara enim viru corona masuk,hati wilayah tnjng enim sktar nya viru korona lah sudah masuk,"['hati', 'wilayah', 'tnjng', 'enim', 'sktar', 'nya', 'viru', 'korona', 'lah', 'sudah', 'masuk']","['hatihati', 'wilayah', 'tanjung', 'enim', 'muara', 'enim', 'viru', 'corona', 'masuk']",<FreqDist with 11 samples and 11 outcomes>
3806,3806,1,festiv durian kawasan pusat pemerintahan provinsi banten,yuk tanggal ramaikan festiv durian banten tanggal januari hadir ya kpb gedung distan provinsi banten aneka ragam durian banten yang berkualita,"['yuk', 'tanggal', 'ramaikan', 'festiv', 'durian', 'banten', 'tanggal', 'januari', 'hadir', 'ya', 'kpb', 'gedung', 'distan', 'provinsi', 'banten', 'aneka', 'ragam', 'durian', 'banten', 'yang', 'berkualita']","['festiv', 'durian', 'kawasan', 'pusat', 'pemerintahan', 'provinsi', 'banten']",<FreqDist with 17 samples and 21 outcomes>
3807,3807,1,fotofoto cuitan sumber pangkalan ain alasad anbar,sumber pangkalan ain alasad anbar pangkalan benarbenar hancur puluh helikopt apach hancur target menghancurkan radar utama pangkalan dianggap terbesar didaerah mohon info kalo beritanya atow,"['sumber', 'pangkalan', 'ain', 'alasad', 'anbar', 'pangkalan', 'benarbenar', 'hancur', 'puluh', 'helikopt', 'apach', 'hancur', 'target', 'menghancurkan', 'radar', 'utama', 'pangkalan', 'dianggap', 'terbesar', 'didaerah', 'mohon', 'info', 'kalo', 'beritanya', 'atow']","['fotofoto', 'cuitan', 'sumber', 'pangkalan', 'ain', 'alasad', 'anbar']",<FreqDist with 22 samples and 25 outcomes>
3808,3808,1,foto anak berdarah mahasiswa poli univers korban demo demo rusuh hongkong,the student of poli univers wa stock and veri tire without ani food they were also inhur by the acid water from polic mani student are sick lose temperatur and ear blood hong kong administr is go tapi cut the suppli of water and electr itu is get wors,"['the', 'student', 'of', 'poli', 'univers', 'wa', 'stock', 'and', 'veri', 'tire', 'without', 'ani', 'food', 'they', 'were', 'also', 'inhur', 'by', 'the', 'acid', 'water', 'from', 'polic', 'mani', 'student', 'are', 'sick', 'lose', 'temperatur', 'and', 'ear', 'blood', 'hong', 'kong', 'administr', 'is', 'go', 'tapi', 'cut', 'the', 'suppli', 'of', 'water', 'and', 'electr', 'itu', 'is', 'get', 'wors']","['foto', 'anak', 'berdarah', 'mahasiswa', 'poli', 'univers', 'korban', 'demo', 'demo', 'rusuh', 'hongkong']",<FreqDist with 41 samples and 49 outcomes>
3809,3809,1,muazam pahang,ke dimuazam pahang sabjek pembantu rumah indonbaru sebulan kja sabjek ditangkap jam ptg mangsa kanak kanak rawat dihospit,"['ke', 'dimuazam', 'pahang', 'sabjek', 'pembantu', 'rumah', 'indonbaru', 'sebulan', 'kja', 'sabjek', 'ditangkap', 'jam', 'ptg', 'mangsa', 'kanak', 'kanak', 'rawat', 'dihospit']","['muazam', 'pahang']",<FreqDist with 16 samples and 18 outcomes>
3810,3810,1,sholat islam nusantara,innalilahikalauininantidi syahkan pemerintahmaka indonesiaresmi negara sekulerdan hancurlah islam,"['innalilahikalauininantidi', 'syahkan', 'pemerintahmaka', 'indonesiaresmi', 'negara', 'sekulerdan', 'hancurlah', 'islam']","['sholat', 'islam', 'nusantara']",<FreqDist with 8 samples and 8 outcomes>
3811,3811,1,orang terjangkit difteri dink imunisasi masal desemb,dki jakarta jabar kena rs penuh dengan kondisi anak difteri sudah meningg kejadian luarbiasa dink dki jakarta mengadakan imunisasi masal sd de usia sd,"['dki', 'jakarta', 'jabar', 'kena', 'rs', 'penuh', 'dengan', 'kondisi', 'anak', 'difteri', 'sudah', 'meningg', 'kejadian', 'luarbiasa', 'dink', 'dki', 'jakarta', 'mengadakan', 'imunisasi', 'masal', 'sd', 'de', 'usia', 'sd']","['orang', 'terjangkit', 'difteri', 'dink', 'imunisasi', 'masal', 'desemb']",<FreqDist with 21 samples and 24 outcomes>
3812,3812,1,rangkap jabatan menteri anggota dpr puan kan gajinya dobel,rangkap jabatan menteri anggota dpr puan kan gajinya dobel,"['rangkap', 'jabatan', 'menteri', 'anggota', 'dpr', 'puan', 'kan', 'gajinya', 'dobel']","['rangkap', 'jabatan', 'menteri', 'anggota', 'dpr', 'puan', 'kan', 'gajinya', 'dobel']",<FreqDist with 9 samples and 9 outcomes>
3813,3813,1,siswa kejangkejang bermain game onlin kelasnya,video siswa kejangkejang bermain game onlin kelasnya kejadian salah sama luwu timur sulawesi selatanseptemb,"['video', 'siswa', 'kejangkejang', 'bermain', 'game', 'onlin', 'kelasnya', 'kejadian', 'salah', 'sama', 'luwu', 'timur', 'sulawesi', 'selatanseptemb']","['siswa', 'kejangkejang', 'bermain', 'game', 'onlin', 'kelasnya']",<FreqDist with 14 samples and 14 outcomes>
3814,3814,1,kejadiannya rusia dibesarkan anj ditelantarkan orang tuanya umur,kejadiannya rusia besarkan anj telantarkan orang tuanya dari umur tahunkabar sudah menyatakan sembuh berkomunikasi layaknya manusia,"['kejadiannya', 'rusia', 'besarkan', 'anj', 'telantarkan', 'orang', 'tuanya', 'dari', 'umur', 'tahunkabar', 'sudah', 'menyatakan', 'sembuh', 'berkomunikasi', 'layaknya', 'manusia']","['kejadiannya', 'rusia', 'dibesarkan', 'anj', 'ditelantarkan', 'orang', 'tuanya', 'umur']",<FreqDist with 16 samples and 16 outcomes>
3815,3815,1,video jagal sapi meningg ditendang sapi qurban,innalillahi tukang jagal ditendang sapi,"['innalillahi', 'tukang', 'jagal', 'ditendang', 'sapi']","['video', 'jagal', 'sapi', 'meningg', 'ditendang', 'sapi', 'qurban']",<FreqDist with 5 samples and 5 outcomes>
3816,3816,1,solusi mileni ngatasin banjir,solusi mileni ngatasin banjir dki by gaben,"['solusi', 'mileni', 'ngatasin', 'banjir', 'dki', 'by', 'gaben']","['solusi', 'mileni', 'ngatasin', 'banjir']",<FreqDist with 7 samples and 7 outcomes>
3817,3817,1,biaya muhammad zohri diuru kemenpora,biaya muhammad zohri finlandia pengurusan visa eropa,"['biaya', 'muhammad', 'zohri', 'finlandia', 'pengurusan', 'visa', 'eropa']","['biaya', 'muhammad', 'zohri', 'diuru', 'kemenpora']",<FreqDist with 7 samples and 7 outcomes>
3818,3818,1,sri mulyani ditolak kedatangannya gontor membawa cek bernilai,infovalid smi gontor ponorogo berjilbab membawa cek bernilai ditolak mentahmentah dipermalukan diceramahi habishabisan kiyai gontor smi jakarta agendanya jatim batal,"['infovalid', 'smi', 'gontor', 'ponorogo', 'berjilbab', 'membawa', 'cek', 'bernilai', 'ditolak', 'mentahmentah', 'dipermalukan', 'diceramahi', 'habishabisan', 'kiyai', 'gontor', 'smi', 'jakarta', 'agendanya', 'jatim', 'batal']","['sri', 'mulyani', 'ditolak', 'kedatangannya', 'gontor', 'membawa', 'cek', 'bernilai']",<FreqDist with 18 samples and 20 outcomes>
3819,3819,1,wiranto bubarkan dpr selesaikan ruu trorsm fadli zon ciut,wiranto bubarkan dpr selesaikan ruu trorsm fadli zon ciut berita viral selengkapnya httpzipansiondotcomapf wiranto bubarkan dpr,"['wiranto', 'bubarkan', 'dpr', 'selesaikan', 'ruu', 'trorsm', 'fadli', 'zon', 'ciut', 'berita', 'viral', 'selengkapnya', 'httpzipansiondotcomapf', 'wiranto', 'bubarkan', 'dpr']","['wiranto', 'bubarkan', 'dpr', 'selesaikan', 'ruu', 'trorsm', 'fadli', 'zon', 'ciut']",<FreqDist with 13 samples and 16 outcomes>
3820,3820,1,penyerangan terori mapolsek tampan pekanbaru,info terbaru polsek tampan diserang mohon saudara berdiam dalam rumah mengurangi kegiatan,"['info', 'terbaru', 'polsek', 'tampan', 'diserang', 'mohon', 'saudara', 'berdiam', 'dalam', 'rumah', 'mengurangi', 'kegiatan']","['penyerangan', 'terori', 'mapolsek', 'tampan', 'pekanbaru']",<FreqDist with 12 samples and 12 outcomes>
3821,3821,0,ancaman cina fiksi,ancaman cina fiksi,"['ancaman', 'cina', 'fiksi']","['ancaman', 'cina', 'fiksi']",<FreqDist with 3 samples and 3 outcomes>
3822,3822,1,burung surakav surakav biru,burung bernama surakav fotograf untuk foto yang lengkap berubah warna beberapa detikdlm video yang pendek silakan nikmati keajaiban ciptaan tuhan yang indah,"['burung', 'bernama', 'surakav', 'fotograf', 'untuk', 'foto', 'yang', 'lengkap', 'berubah', 'warna', 'beberapa', 'detikdlm', 'video', 'yang', 'pendek', 'silakan', 'nikmati', 'keajaiban', 'ciptaan', 'tuhan', 'yang', 'indah']","['burung', 'surakav', 'surakav', 'biru']",<FreqDist with 20 samples and 22 outcomes>
3823,3823,1,angola resmi larang islam negaranya,dikuasai rrc membayar hutang anggola resmi melarang agama islam kitab suci alquran negara apakabar indonesia semoga indonesia tersadarkan amin,"['dikuasai', 'rrc', 'membayar', 'hutang', 'anggola', 'resmi', 'melarang', 'agama', 'islam', 'kitab', 'suci', 'alquran', 'negara', 'apakabar', 'indonesia', 'semoga', 'indonesia', 'tersadarkan', 'amin']","['angola', 'resmi', 'larang', 'islam', 'negaranya']",<FreqDist with 18 samples and 19 outcomes>
3824,3824,1,bocornya nik nomor kakak dilempar tanggungjawab provid,disalahkan lempar tanggungjawab bocornya nik nomor kakak dilempar tanggungjawab provid data kependudukan kartu sim prabayar bocor menkominfo datangi oper ikuti berita terbaru cnnindonesiacom,"['disalahkan', 'lempar', 'tanggungjawab', 'bocornya', 'nik', 'nomor', 'kakak', 'dilempar', 'tanggungjawab', 'provid', 'data', 'kependudukan', 'kartu', 'sim', 'prabayar', 'bocor', 'menkominfo', 'datangi', 'oper', 'ikuti', 'berita', 'terbaru', 'cnnindonesiacom']","['bocornya', 'nik', 'nomor', 'kakak', 'dilempar', 'tanggungjawab', 'provid']",<FreqDist with 22 samples and 23 outcomes>
